title:Aegis' Endgame Analysis | Tier: S-B (No Exotic Tabs) (updated 2026-04-07)
description:Based on Aegis' Endgame Analysis Spreadsheet (updated 2026-04-07). -> https://docs.google.com/spreadsheets/d/1JM-0SlxVDAi-C6rGVlLxa-J1WGewEeL8Qvq4htWZHhY <- | Autogenerated by JxP on 2026-08-08 16:22:00

// A Good Shout
//notes:[Rank]: 1 / [Priority]: high / [Role]: DPS crossbow / [Source]: Tenet of Bravery, Zavala / [Alternatives]: Submersion | tags: aegis endgame pve
dimwishlist:item=3538003989&perks=1840239774,1431678320,2848615171,2048641572
dimwishlist:item=3538003989&perks=1840239774,1431678320,2848615171,1134488199
dimwishlist:item=3538003989&perks=1840239774,1431678320,2848615171,1015611457
dimwishlist:item=3538003989&perks=1840239774,1431678320,3700496672,2048641572
dimwishlist:item=3538003989&perks=1840239774,1431678320,3700496672,1134488199
dimwishlist:item=3538003989&perks=1840239774,1431678320,3700496672,1015611457

// Claws of the Wolf
//notes:[Tier]: S / [Notes]: nice origin paired with solid frame and classic void combo | tags: aegis endgame pve
dimwishlist:item=1505862304&perks=1840239774,1561002382,776531651,2048641572
dimwishlist:item=1505862304&perks=1840239774,1561002382,776531651,3425386926
dimwishlist:item=1505862304&perks=1840239774,1561002382,776531651,243981275
dimwishlist:item=1505862304&perks=1840239774,1431678320,776531651,2048641572
dimwishlist:item=1505862304&perks=1840239774,1431678320,776531651,3425386926
dimwishlist:item=1505862304&perks=1840239774,1431678320,776531651,243981275
dimwishlist:item=1505862304&perks=839105230,1561002382,776531651,2048641572
dimwishlist:item=1505862304&perks=839105230,1561002382,776531651,3425386926
dimwishlist:item=1505862304&perks=839105230,1561002382,776531651,243981275
dimwishlist:item=1505862304&perks=839105230,1431678320,776531651,2048641572
dimwishlist:item=1505862304&perks=839105230,1431678320,776531651,3425386926
dimwishlist:item=1505862304&perks=839105230,1431678320,776531651,243981275
dimwishlist:item=3634548599&perks=1840239774,1561002382,776531651,2048641572
dimwishlist:item=3634548599&perks=1840239774,1561002382,776531651,3425386926
dimwishlist:item=3634548599&perks=1840239774,1561002382,776531651,243981275
dimwishlist:item=3634548599&perks=1840239774,1431678320,776531651,2048641572
dimwishlist:item=3634548599&perks=1840239774,1431678320,776531651,3425386926
dimwishlist:item=3634548599&perks=1840239774,1431678320,776531651,243981275
dimwishlist:item=3634548599&perks=839105230,1561002382,776531651,2048641572
dimwishlist:item=3634548599&perks=839105230,1561002382,776531651,3425386926
dimwishlist:item=3634548599&perks=839105230,1561002382,776531651,243981275
dimwishlist:item=3634548599&perks=839105230,1431678320,776531651,2048641572
dimwishlist:item=3634548599&perks=839105230,1431678320,776531651,3425386926
dimwishlist:item=3634548599&perks=839105230,1431678320,776531651,243981275

// The Martlet
//notes:[Tier]: S / [Notes]: trades better origin trait for Firefly alternative in first column, not really worth | tags: aegis endgame pve
dimwishlist:item=877384&perks=1840239774,1431678320,776531651,2048641572
dimwishlist:item=877384&perks=1840239774,1431678320,776531651,1134488199
dimwishlist:item=877384&perks=1840239774,1431678320,776531651,2109543898
dimwishlist:item=877384&perks=1840239774,1431678320,3824105627,2048641572
dimwishlist:item=877384&perks=1840239774,1431678320,3824105627,1134488199
dimwishlist:item=877384&perks=1840239774,1431678320,3824105627,2109543898
dimwishlist:item=877384&perks=839105230,1431678320,776531651,2048641572
dimwishlist:item=877384&perks=839105230,1431678320,776531651,1134488199
dimwishlist:item=877384&perks=839105230,1431678320,776531651,2109543898
dimwishlist:item=877384&perks=839105230,1431678320,3824105627,2048641572
dimwishlist:item=877384&perks=839105230,1431678320,3824105627,1134488199
dimwishlist:item=877384&perks=839105230,1431678320,3824105627,2109543898

// Gridskipper
//notes:[Tier]: S / [Notes]: basically just worse than Claws but still good | tags: aegis endgame pve
dimwishlist:item=3433930495&perks=1840239774,1561002382,776531651,2048641572
dimwishlist:item=3433930495&perks=1840239774,1561002382,776531651,2109543898
dimwishlist:item=3433930495&perks=1840239774,1431678320,776531651,2048641572
dimwishlist:item=3433930495&perks=1840239774,1431678320,776531651,2109543898
dimwishlist:item=3433930495&perks=839105230,1561002382,776531651,2048641572
dimwishlist:item=3433930495&perks=839105230,1561002382,776531651,2109543898
dimwishlist:item=3433930495&perks=839105230,1431678320,776531651,2048641572
dimwishlist:item=3433930495&perks=839105230,1431678320,776531651,2109543898
dimwishlist:item=3176697589&perks=1840239774,1561002382,776531651,2048641572
dimwishlist:item=3176697589&perks=1840239774,1561002382,776531651,2109543898
dimwishlist:item=3176697589&perks=1840239774,1561002382,1464081238,2048641572
dimwishlist:item=3176697589&perks=1840239774,1561002382,1464081238,2109543898
dimwishlist:item=3176697589&perks=1840239774,1431678320,776531651,2048641572
dimwishlist:item=3176697589&perks=1840239774,1431678320,776531651,2109543898
dimwishlist:item=3176697589&perks=1840239774,1431678320,1464081238,2048641572
dimwishlist:item=3176697589&perks=1840239774,1431678320,1464081238,2109543898
dimwishlist:item=3176697589&perks=839105230,1561002382,776531651,2048641572
dimwishlist:item=3176697589&perks=839105230,1561002382,776531651,2109543898
dimwishlist:item=3176697589&perks=839105230,1561002382,1464081238,2048641572
dimwishlist:item=3176697589&perks=839105230,1561002382,1464081238,2109543898
dimwishlist:item=3176697589&perks=839105230,1431678320,776531651,2048641572
dimwishlist:item=3176697589&perks=839105230,1431678320,776531651,2109543898
dimwishlist:item=3176697589&perks=839105230,1431678320,1464081238,2048641572
dimwishlist:item=3176697589&perks=839105230,1431678320,1464081238,2109543898

// Nullify
//notes:[Tier]: S / [Notes]: definitely the most diverse solar double splash option, just not a great origin trait, sadly no high-cal | tags: aegis endgame pve
dimwishlist:item=859869931&perks=1840239774,1431678320,3017780555,4293542123
dimwishlist:item=859869931&perks=1840239774,1431678320,3017780555,657025441
dimwishlist:item=859869931&perks=1840239774,1431678320,3017780555,3640170453
dimwishlist:item=859869931&perks=1840239774,1431678320,3824105627,4293542123
dimwishlist:item=859869931&perks=1840239774,1431678320,3824105627,657025441
dimwishlist:item=859869931&perks=1840239774,1431678320,3824105627,3640170453
dimwishlist:item=859869931&perks=1840239774,1431678320,2890807135,4293542123
dimwishlist:item=859869931&perks=1840239774,1431678320,2890807135,657025441
dimwishlist:item=859869931&perks=1840239774,1431678320,2890807135,3640170453
dimwishlist:item=892183998&perks=1840239774,1431678320,3017780555,4293542123
dimwishlist:item=892183998&perks=1840239774,1431678320,3017780555,657025441
dimwishlist:item=892183998&perks=1840239774,1431678320,3017780555,3640170453
dimwishlist:item=892183998&perks=1840239774,1431678320,3824105627,4293542123
dimwishlist:item=892183998&perks=1840239774,1431678320,3824105627,657025441
dimwishlist:item=892183998&perks=1840239774,1431678320,3824105627,3640170453
dimwishlist:item=892183998&perks=1840239774,1431678320,2890807135,4293542123
dimwishlist:item=892183998&perks=1840239774,1431678320,2890807135,657025441
dimwishlist:item=892183998&perks=1840239774,1431678320,2890807135,3640170453

// Veles-X
//notes:[Tier]: S / [Notes]: some double splash pairings but mediocre frame and origin | tags: aegis endgame pve
dimwishlist:item=438540299&perks=1840239774,1561002382,776531651,2048641572
dimwishlist:item=438540299&perks=1840239774,1561002382,776531651,1134488199
dimwishlist:item=438540299&perks=1840239774,1561002382,776531651,3824105627
dimwishlist:item=438540299&perks=1840239774,1561002382,1464081238,2048641572
dimwishlist:item=438540299&perks=1840239774,1561002382,1464081238,1134488199
dimwishlist:item=438540299&perks=1840239774,1561002382,1464081238,3824105627
dimwishlist:item=438540299&perks=1840239774,1431678320,776531651,2048641572
dimwishlist:item=438540299&perks=1840239774,1431678320,776531651,1134488199
dimwishlist:item=438540299&perks=1840239774,1431678320,776531651,3824105627
dimwishlist:item=438540299&perks=1840239774,1431678320,1464081238,2048641572
dimwishlist:item=438540299&perks=1840239774,1431678320,1464081238,1134488199
dimwishlist:item=438540299&perks=1840239774,1431678320,1464081238,3824105627
dimwishlist:item=438540299&perks=839105230,1561002382,776531651,2048641572
dimwishlist:item=438540299&perks=839105230,1561002382,776531651,1134488199
dimwishlist:item=438540299&perks=839105230,1561002382,776531651,3824105627
dimwishlist:item=438540299&perks=839105230,1561002382,1464081238,2048641572
dimwishlist:item=438540299&perks=839105230,1561002382,1464081238,1134488199
dimwishlist:item=438540299&perks=839105230,1561002382,1464081238,3824105627
dimwishlist:item=438540299&perks=839105230,1431678320,776531651,2048641572
dimwishlist:item=438540299&perks=839105230,1431678320,776531651,1134488199
dimwishlist:item=438540299&perks=839105230,1431678320,776531651,3824105627
dimwishlist:item=438540299&perks=839105230,1431678320,1464081238,2048641572
dimwishlist:item=438540299&perks=839105230,1431678320,1464081238,1134488199
dimwishlist:item=438540299&perks=839105230,1431678320,1464081238,3824105627

// High Tyrant
//notes:[Tier]: S / [Notes]: no Destab in 2nd column but can be covered by artifact setup, very potent if accounted for | tags: aegis endgame pve
dimwishlist:item=2873508409&perks=1840239774,1080094173,776531651,657025441
dimwishlist:item=2873508409&perks=1840239774,1080094173,776531651,1464081238
dimwishlist:item=2873508409&perks=1840239774,1080094173,776531651,1134488199
dimwishlist:item=2873508409&perks=1840239774,1080094173,2048641572,657025441
dimwishlist:item=2873508409&perks=1840239774,1080094173,2048641572,1464081238
dimwishlist:item=2873508409&perks=1840239774,1080094173,2048641572,1134488199
dimwishlist:item=2873508409&perks=839105230,1080094173,776531651,657025441
dimwishlist:item=2873508409&perks=839105230,1080094173,776531651,1464081238
dimwishlist:item=2873508409&perks=839105230,1080094173,776531651,1134488199
dimwishlist:item=2873508409&perks=839105230,1080094173,2048641572,657025441
dimwishlist:item=2873508409&perks=839105230,1080094173,2048641572,1464081238
dimwishlist:item=2873508409&perks=839105230,1080094173,2048641572,1134488199

// Elsie's Rifle
//notes:[Tier]: S / [Notes]: double stagger, standard void combos, better origin than Premonition | tags: aegis endgame pve
dimwishlist:item=2372514509&perks=1840239774,1561002382,776531651,2048641572
dimwishlist:item=2372514509&perks=1840239774,1561002382,776531651,2109543898
dimwishlist:item=2372514509&perks=1840239774,1431678320,776531651,2048641572
dimwishlist:item=2372514509&perks=1840239774,1431678320,776531651,2109543898
dimwishlist:item=2372514509&perks=839105230,1561002382,776531651,2048641572
dimwishlist:item=2372514509&perks=839105230,1561002382,776531651,2109543898
dimwishlist:item=2372514509&perks=839105230,1431678320,776531651,2048641572
dimwishlist:item=2372514509&perks=839105230,1431678320,776531651,2109543898
dimwishlist:item=3851176026&perks=1840239774,1561002382,776531651,2048641572
dimwishlist:item=3851176026&perks=1840239774,1561002382,776531651,2109543898
dimwishlist:item=3851176026&perks=1840239774,1431678320,776531651,2048641572
dimwishlist:item=3851176026&perks=1840239774,1431678320,776531651,2109543898
dimwishlist:item=3851176026&perks=839105230,1561002382,776531651,2048641572
dimwishlist:item=3851176026&perks=839105230,1561002382,776531651,2109543898
dimwishlist:item=3851176026&perks=839105230,1431678320,776531651,2048641572
dimwishlist:item=3851176026&perks=839105230,1431678320,776531651,2109543898
dimwishlist:item=381446446&perks=1840239774,1561002382,776531651,2048641572
dimwishlist:item=381446446&perks=1840239774,1561002382,776531651,1464081238
dimwishlist:item=381446446&perks=1840239774,1561002382,776531651,2109543898
dimwishlist:item=381446446&perks=1840239774,1561002382,3182497402,2048641572
dimwishlist:item=381446446&perks=1840239774,1561002382,3182497402,1464081238
dimwishlist:item=381446446&perks=1840239774,1561002382,3182497402,2109543898
dimwishlist:item=381446446&perks=1840239774,1431678320,776531651,2048641572
dimwishlist:item=381446446&perks=1840239774,1431678320,776531651,1464081238
dimwishlist:item=381446446&perks=1840239774,1431678320,776531651,2109543898
dimwishlist:item=381446446&perks=1840239774,1431678320,3182497402,2048641572
dimwishlist:item=381446446&perks=1840239774,1431678320,3182497402,1464081238
dimwishlist:item=381446446&perks=1840239774,1431678320,3182497402,2109543898
dimwishlist:item=381446446&perks=839105230,1561002382,776531651,2048641572
dimwishlist:item=381446446&perks=839105230,1561002382,776531651,1464081238
dimwishlist:item=381446446&perks=839105230,1561002382,776531651,2109543898
dimwishlist:item=381446446&perks=839105230,1561002382,3182497402,2048641572
dimwishlist:item=381446446&perks=839105230,1561002382,3182497402,1464081238
dimwishlist:item=381446446&perks=839105230,1561002382,3182497402,2109543898
dimwishlist:item=381446446&perks=839105230,1431678320,776531651,2048641572
dimwishlist:item=381446446&perks=839105230,1431678320,776531651,1464081238
dimwishlist:item=381446446&perks=839105230,1431678320,776531651,2109543898
dimwishlist:item=381446446&perks=839105230,1431678320,3182497402,2048641572
dimwishlist:item=381446446&perks=839105230,1431678320,3182497402,1464081238
dimwishlist:item=381446446&perks=839105230,1431678320,3182497402,2109543898

// Premonition
//notes:[Tier]: S / [Notes]: has double stagger, lots of perk diversity, just a bad frame and origin | tags: aegis endgame pve
dimwishlist:item=1969802090&perks=1840239774,1561002382,776531651,2048641572
dimwishlist:item=1969802090&perks=1840239774,1561002382,776531651,657025441
dimwishlist:item=1969802090&perks=1840239774,1561002382,776531651,1134488199
dimwishlist:item=1969802090&perks=1840239774,1561002382,3824105627,2048641572
dimwishlist:item=1969802090&perks=1840239774,1561002382,3824105627,657025441
dimwishlist:item=1969802090&perks=1840239774,1561002382,3824105627,1134488199
dimwishlist:item=1969802090&perks=1840239774,1561002382,1464081238,2048641572
dimwishlist:item=1969802090&perks=1840239774,1561002382,1464081238,657025441
dimwishlist:item=1969802090&perks=1840239774,1561002382,1464081238,1134488199
dimwishlist:item=1969802090&perks=1840239774,1431678320,776531651,2048641572
dimwishlist:item=1969802090&perks=1840239774,1431678320,776531651,657025441
dimwishlist:item=1969802090&perks=1840239774,1431678320,776531651,1134488199
dimwishlist:item=1969802090&perks=1840239774,1431678320,3824105627,2048641572
dimwishlist:item=1969802090&perks=1840239774,1431678320,3824105627,657025441
dimwishlist:item=1969802090&perks=1840239774,1431678320,3824105627,1134488199
dimwishlist:item=1969802090&perks=1840239774,1431678320,1464081238,2048641572
dimwishlist:item=1969802090&perks=1840239774,1431678320,1464081238,657025441
dimwishlist:item=1969802090&perks=1840239774,1431678320,1464081238,1134488199
dimwishlist:item=1969802090&perks=839105230,1561002382,776531651,2048641572
dimwishlist:item=1969802090&perks=839105230,1561002382,776531651,657025441
dimwishlist:item=1969802090&perks=839105230,1561002382,776531651,1134488199
dimwishlist:item=1969802090&perks=839105230,1561002382,3824105627,2048641572
dimwishlist:item=1969802090&perks=839105230,1561002382,3824105627,657025441
dimwishlist:item=1969802090&perks=839105230,1561002382,3824105627,1134488199
dimwishlist:item=1969802090&perks=839105230,1561002382,1464081238,2048641572
dimwishlist:item=1969802090&perks=839105230,1561002382,1464081238,657025441
dimwishlist:item=1969802090&perks=839105230,1561002382,1464081238,1134488199
dimwishlist:item=1969802090&perks=839105230,1431678320,776531651,2048641572
